departamento,codigo_municipio,municipio,grupo,variable,año,menores a 1 año,de 1 a 4 años,de 5 a 14 años,de 15 a 59 años,de 60 y más años,total
SANTA CRUZ,71403,CARMEN RIVERO TORREZ,sospecha diagnostica,tosferina,2001,,,,,,
SANTA CRUZ,71501,ASCENCION DE GUARAYOS,sospecha diagnostica,tosferina,2001,,,,,,
SANTA CRUZ,71502,URUBICHA,sospecha diagnostica,tosferina,2001,,,,,,
SANTA CRUZ,71503,EL PUENTE(STC),sospecha diagnostica,tosferina,2001,,,,,,
BENI,80101,TRINIDAD,sospecha diagnostica,tosferina,2001,,,,,,
BENI,80102,SAN JAVIER(BNI),sospecha diagnostica,tosferina,2001,,,,,,
BENI,80201,RIBERALTA,sospecha diagnostica,tosferina,2001,,,,,,
BENI,80202,GUAYARAMERIN,sospecha diagnostica,tosferina,2001,,,,,,
BENI,80301,REYES,sospecha diagnostica,tosferina,2001,,,,,,
BENI,80302,SAN BORJA,sospecha diagnostica,tosferina,2001,,,,,,
BENI,80303,SANTA ROSA,sospecha diagnostica,tosferina,2001,,,,,,
BENI,80304,RURRENABAQUE,sospecha diagnostica,tosferina,2001,,,,,,
BENI,80401,SANTA ANA,sospecha diagnostica,tosferina,2001,,,,,,
BENI,80402,EXALTACION,sospecha diagnostica,tosferina,2001,,,,,,
BENI,80501,SAN IGNACIO,sospecha diagnostica,tosferina,2001,,,,,,
BENI,80601,LORETO,sospecha diagnostica,tosferina,2001,,,,,,
BENI,80602,SAN ANDRES,sospecha diagnostica,tosferina,2001,,,,,,
BENI,80701,SAN JOAQUIN,sospecha diagnostica,tosferina,2001,,,,,,
BENI,80702,SAN RAMON,sospecha diagnostica,tosferina,2001,,,,,,
BENI,80703,PUERTO SILES,sospecha diagnostica,tosferina,2001,,,,,,
BENI,80801,MAGDALENA,sospecha diagnostica,tosferina,2001,,,,,,
BENI,80802,BAURES,sospecha diagnostica,tosferina,2001,,,,,,
BENI,80803,HUARACAJE,sospecha diagnostica,tosferina,2001,,,,,,
PANDO,90101,COBIJA,sospecha diagnostica,tosferina,2001,,,,,,
PANDO,90102,PORVENIR,sospecha diagnostica,tosferina,2001,,,,,,
PANDO,90103,BOLPEBRA,sospecha diagnostica,tosferina,2001,,,,,,
PANDO,90104,BELLA FLOR,sospecha diagnostica,tosferina,2001,,,,,,
PANDO,90201,PUERTO RICO,sospecha diagnostica,tosferina,2001,,,,,,
PANDO,90202,SAN PEDRO(PND),sospecha diagnostica,tosferina,2001,,,,,,
PANDO,90203,FILADELFIA,sospecha diagnostica,tosferina,2001,,,,,,
PANDO,90301,PUERTO GONZALO MORENO,sospecha diagnostica,tosferina,2001,,,,,,
PANDO,90302,SAN LORENZO(PND),sospecha diagnostica,tosferina,2001,,,,,,
PANDO,90303,SENA,sospecha diagnostica,tosferina,2001,,,,,,
PANDO,90401,NACEBE (SANTA ROSA DEL ABUNA),sospecha diagnostica,tosferina,2001,,,,,,
PANDO,90402,INGAVI (HUMAITA),sospecha diagnostica,tosferina,2001,,,,,,
PANDO,90501,NUEVO MANOA (NUEVA ESPERANZA),sospecha diagnostica,tosferina,2001,,,,,,
PANDO,90502,VILLA NUEVA (LOMA ALTA),sospecha diagnostica,tosferina,2001,,,,,,
PANDO,90503,EUREKA (SANTOS MERCADO),sospecha diagnostica,tosferina,2001,,,,,,
